,Make,Engine Capacity(CC),Mileage(miles),Year,Price
8465,Toyota,4600.0,18641.135767120017,2017,34500000.0
8466,Honda,1500.0,36346.48651873061,2016,4625000.0
8467,Toyota,4600.0,17102.62069514038,2017,34800000.0
8468,MG,1500.0,6.2137119223733395,2021,6598999.999999999
8469,Toyota,1300.0,27961.703650680025,2018,2955000.0
8470,Honda,1800.0,72079.05829953073,2013,2385000.0
8471,Honda,1800.0,29204.446035154695,2019,3700000.0
8472,Honda,1500.0,27961.703650680025,2019,3250000.0
8473,Suzuki,1600.0,126138.35202417879,2006,865000.0
8474,Honda,1800.0,34796.7867652907,2017,3650000.0
8475,Toyota,1300.0,124274.23844746679,2010,1650000.0
8476,Toyota,1000.0,80778.25499085341,2003,1500000.0
8477,Toyota,1300.0,57787.52087807206,2016,2400000.0
8478,Suzuki,1300.0,35418.157957528034,2015,1585000.0
8479,Honda,1800.0,80778.25499085341,2011,1785000.0000000002
8480,Honda,1500.0,1.242742384474668,2000,1100000.0
8481,Honda,1200.0,0.621371192237334,2021,2850000.0
8482,Suzuki,1300.0,19573.19255547602,2018,1860000.0
8483,Mitsubishi,660.0,70214.94472281873,2008,850000.0
8484,Suzuki,800.0,18641.135767120017,2018,1100000.0
8485,Honda,1800.0,49709.69537898671,2011,1899000.0
8486,Suzuki,660.0,74564.54306848007,2016,1750000.0
8487,Honda,1500.0,43495.98345661337,2014,4100000.0
8488,Honda,1300.0,96312.53479678676,2015,2130000.0
8489,Suzuki,800.0,11806.052652509345,2017,950000.0
8490,Honda,1800.0,55923.40730136005,2014,2449000.0
8491,Honda,1800.0,86991.96691322674,2011,2050000.0
8492,Toyota,1000.0,49709.69537898671,2014,2250000.0
8493,Honda,1600.0,38742.49383599777,2004,1280000.0
8494,Suzuki,660.0,14912.908613696014,2019,1735000.0000000002
8495,Toyota,4600.0,44117.354648850705,2013,23800000.0
8496,Toyota,1800.0,50641.75216734272,2012,2695000.0
8497,Toyota,2700.0,26097.590073968026,2016,16900000.0
8498,Suzuki,1400.0,61205.06243537739,2018,2325000.0
8499,Honda,1800.0,76428.65664519207,2011,2075000.0
8500,Nissan,1500.0,33154.50270420743,2012,2600000.0
8501,Toyota,4600.0,109982.7010260081,2008,14800000.0
8502,Lexus,4700.0,52816.551340173384,2000,6500000.0
8503,Toyota,2800.0,6.2137119223733395,2021,8300000.0
8504,Honda,1800.0,28741.52449693788,2019,4025000.0
8505,Honda,1300.0,41010.49868766404,2017,2250000.0
8506,Daihatsu,800.0,55923.40730136005,2002,620000.0
8507,Toyota,1300.0,93.20567883560008,2021,3400000.0
8508,Suzuki,1000.0,5609.117752326413,2003,670000.0
8509,Suzuki,800.0,33554.044380816034,2013,780000.0
8510,Suzuki,1300.0,14291.537421458681,2020,2200000.0
8511,Suzuki,1000.0,1180.6052652509345,2021,2135000.0
8512,Toyota,1000.0,74564.54306848007,2000,1250000.0
8513,Toyota,1800.0,11.18468146027201,2021,4500000.0
8514,Subaru,660.0,80778.25499085341,2007,900000.0
8515,Suzuki,800.0,45981.46822556271,2018,950000.0
8516,Suzuki,1000.0,67108.08876163207,2014,1380000.0
8517,Honda,1800.0,68350.83114610674,2010,1750000.0
8518,Honda,1300.0,52257.317267159786,2016,2350000.0
8519,Toyota,1300.0,50674.68484053129,2016,2750000.0
8520,Toyota,1300.0,11184.681460272011,2020,2500000.0
8521,Toyota,1800.0,26718.96126620536,2017,6250000.0
8522,Suzuki,1300.0,59651.634454784056,2010,1290000.0
8523,Toyota,1300.0,41557.30533683289,2015,2575000.0
8524,Toyota,1300.0,61018.65107770619,2011,1689999.9999999998
8525,Suzuki,660.0,50583.343275272404,2018,1590000.0
8526,Honda,1300.0,173983.9338264535,2004,1195000.0
8527,Honda,1800.0,44117.354648850705,2015,2675000.0
8528,Toyota,2800.0,6.2137119223733395,2021,8350000.0
8529,Toyota,1600.0,32311.301996341364,2017,3120000.0
8530,Lexus,3500.0,56495.690169410635,2009,6800000.0
8531,Mitsubishi,660.0,39998.28501550942,2018,2190000.0
8532,Daihatsu,660.0,11806.052652509345,2018,2290000.0
8533,Honda,1800.0,56544.77849359739,2018,3825000.0
8534,Audi,1200.0,43495.98345661337,2015,5100000.0
8535,Audi,1500.0,4225.324107213871,2019,9500000.0
8536,Suzuki,1000.0,40389.12749542671,2019,1650000.0
8537,Toyota,2800.0,320.00616400222697,2021,7750000.0
8538,Toyota,1600.0,4038.9127495426706,2021,3900000.0
8539,Toyota,1800.0,19883.878151594687,2019,3795000.000000001
8540,Suzuki,1000.0,26097.590073968026,2018,1664999.9999999998
8541,Toyota,2000.0,195731.92555476018,2005,1300000.0
8542,Toyota,1300.0,0.621371192237334,2021,2690000.0
8543,Toyota,3000.0,46602.839417800045,2011,5050000.0
8544,Toyota,1500.0,16155.650998170682,2017,3200000.0
8545,Suzuki,1500.0,56544.77849359739,2007,1650000.0
8546,Honda,1500.0,24544.16209337469,2018,2525000.0
8547,Suzuki,1000.0,10563.310268034676,2019,2029000.0
8548,Nissan,660.0,124.27423844746679,2011,980000.0
8549,Toyota,1300.0,39457.07070707071,2014,2175000.0
8550,Honda,1800.0,90098.82287441342,2012,1980000.0
8551,Toyota,2700.0,85127.85333651475,2007,6550000.0
8552,Suzuki,1300.0,69593.5735305814,2007,1420000.0
8553,Toyota,1600.0,9.32056788356001,2021,4075000.0
8554,Toyota,1300.0,90098.82287441342,2015,2325000.0
8555,Toyota,1600.0,12427.423844746678,2019,3650000.0
8556,Suzuki,800.0,19883.878151594687,2015,600000.0
8557,Honda,1500.0,41010.49868766404,2014,2830000.0
8558,Toyota,4700.0,130487.95036984012,2004,9000000.0
8559,Toyota,2700.0,19883.878151594687,2016,17000000.0
8560,Toyota,2800.0,19883.878151594687,2019,6875000.0
8561,Toyota,1500.0,80778.25499085341,1994,1350000.0
8562,Suzuki,800.0,41631.86987990137,2018,1075000.0
8563,Toyota,2800.0,4038.9127495426706,2021,7400000.0
8564,Toyota,4200.0,124274.23844746679,2002,5700000.0
8565,Honda,1500.0,21126.620536069353,2018,4950000.0
8566,Honda,1800.0,24854.847689493356,2019,4080000.0
8567,Honda,1800.0,23612.10530501869,2019,3880000.0
8568,Daihatsu,660.0,18641.135767120017,2017,2080000.0
8569,Mercedes,2000.0,85127.85333651475,2011,6500000.0
8570,Toyota,4600.0,19262.506959357353,2017,28900000.0
8571,Toyota,1300.0,55612.72170524138,2016,2650000.0
8572,Toyota,1300.0,41969.89580847848,2017,3025000.0
8573,MG,1500.0,7456.454306848007,2021,5850000.0
8574,Hyundai,2000.0,9.32056788356001,2021,4250000.0
8575,Toyota,2800.0,62.13711922373339,2021,11000000.0
8576,Suzuki,660.0,65740.45076751769,2015,1500000.0
8577,KIA,2000.0,11184.681460272011,2020,5600000.0
8578,Toyota,1000.0,59030.26326254672,2014,2050000.0
8579,Changan,1000.0,25476.218881730692,2020,1620000.0
8580,MG,1500.0,0.621371192237334,2021,6150000.0
8581,Toyota,1800.0,26097.590073968026,2019,4050000.0
8582,Suzuki,1300.0,48466.952994512045,2013,1400000.0
8583,Honda,1800.0,108739.95864153343,2009,1995000.0
8584,Honda,1800.0,9.32056788356001,2021,4465000.0
8585,Honda,1600.0,62137.119223733396,2003,1185000.0
8586,Honda,1500.0,24854.847689493356,2017,2910000.0
8587,Suzuki,1000.0,60894.37683925872,2006,670000.0
8588,Toyota,3000.0,170877.07786526682,1994,2600000.0
8589,Toyota,1300.0,104494.75065616798,2011,2100000.0
8590,Suzuki,1300.0,932.0567883560009,2021,2450000.0
8591,Toyota,1300.0,121966.46583949732,2006,1350000.0
8592,Toyota,2800.0,133594.8063310268,1991,2200000.0
8593,Toyota,4600.0,50952.437763461385,2013,24000000.0
8594,Toyota,1800.0,44117.354648850705,2015,2525000.0
8595,Honda,1800.0,91341.56525888809,2007,1689999.9999999998
8596,Toyota,1600.0,6.2137119223733395,2021,3700000.0
8597,Honda,1800.0,3914.6385110952037,2021,4500000.0
8598,Honda,1500.0,170877.07786526682,2005,1050000.0
8599,Toyota,1600.0,165010.0910681619,1999,850000.0
8600,Toyota,1500.0,55923.40730136005,2015,2900000.0
8601,KIA,3300.0,14912.908613696014,2019,7200000.0
8602,BMW,3000.0,52816.551340173384,2006,3850000.0
8603,Toyota,1500.0,52816.551340173384,2015,2985000.0
8604,Suzuki,800.0,24854.847689493356,2017,1030000.0
8605,Toyota,1800.0,86401.66428060128,2015,2925000.0
8606,Honda,1500.0,3318.122166547363,2019,7200000.0
8607,Toyota,3000.0,93205.67883560009,1998,3600000.0
8608,MG,1500.0,37.28227153424004,2021,5885000.0
8609,Toyota,1300.0,17398.39338264535,2019,2925000.0
8610,Toyota,3000.0,40389.12749542671,2017,6050000.0
8611,Hino,4000.0,13.670166229221346,2021,5500000.0
8612,Toyota,4164.0,73943.17187624273,2007,10500000.0
8613,Honda,1300.0,86991.96691322674,2004,880000.0000000001
8614,Suzuki,1000.0,59030.26326254672,2017,1639999.9999999998
8615,Toyota,2800.0,11806.052652509345,2020,7250000.0
8616,Toyota,3000.0,46602.839417800045,2018,6800000.0
8617,Toyota,1300.0,90098.82287441342,2009,1750000.0
8618,Toyota,4600.0,37282.27153424003,2012,23000000.0
8619,Suzuki,660.0,4660.283941780004,2021,1850000.0
8620,Toyota,1300.0,74564.54306848007,1998,795000.0
8621,Honda,660.0,29515.13163127336,2014,1689999.9999999998
8622,Honda,1500.0,11806.052652509345,2020,2985000.0
8623,Honda,1300.0,6835.083114610673,2020,2950000.0
8624,Toyota,1300.0,8699.196691322675,2020,3425000.0
8625,Toyota,1300.0,59030.26326254672,2015,2200000.0
8626,Suzuki,1000.0,70587.76743816113,2008,885000.0
8627,Suzuki,1300.0,37282.27153424003,2019,2465000.0
8628,Toyota,1600.0,42253.241072138706,2017,3175000.0
8629,Toyota,1300.0,1.242742384474668,2010,1700000.0
8630,Suzuki,800.0,621.371192237334,2006,700000.0
8631,Suzuki,1000.0,66921.67740396086,2014,1455000.0
8632,KIA,1400.0,62.13711922373339,2021,4250000.0
8633,Toyota,1000.0,83885.11095204008,2005,1430000.0
8634,Toyota,2500.0,48466.952994512045,2016,5570000.0
8635,MG,1500.0,167.77022190408016,2021,5750000.0
8636,Toyota,1500.0,82642.36856756541,2014,2370000.0
8637,Toyota,2500.0,37282.27153424003,2014,5600000.0
8638,Honda,1500.0,47644.25753598982,2016,4650000.0
8639,Mercedes,2300.0,128001.22285850631,1997,2100000.0
8640,Honda,1500.0,8077.825499085341,2021,5100000.0
8641,MG,1500.0,2485.484768949336,2021,6400000.0
8642,Honda,1300.0,21275.749622206313,2018,2275000.0
8643,Toyota,1800.0,140865.47065139585,2008,1950000.0
8644,Mazda,660.0,47224.21061003738,2017,2375000.0
8645,Toyota,1000.0,6835.083114610673,2019,2675000.0
8646,Toyota,2700.0,78686.71955778255,2005,5100000.0
8647,Toyota,1000.0,22990.734112781356,2017,2750000.0
8648,Toyota,1300.0,62137.119223733396,2010,1455000.0
8649,Toyota,1600.0,0.621371192237334,2021,3700000.0
8650,Toyota,1600.0,124274.23844746679,1996,1100000.0
8651,Toyota,1800.0,70836.31591505607,2014,3250000.0
8652,Suzuki,800.0,62137.119223733396,2006,530000.0
8653,Suzuki,800.0,42874.61226437604,2012,600000.0
8654,Toyota,2800.0,41010.49868766404,2019,7200000.0
8655,Toyota,3000.0,19573.19255547602,1994,850000.0
8656,Honda,1500.0,139808.51825340014,2001,750000.0
8657,Suzuki,1000.0,37903.64272647737,2019,1650000.0
8658,Suzuki,800.0,62137.119223733396,2011,580000.0
8659,Hyundai,1000.0,49709.69537898671,2006,750000.0
8660,Honda,1500.0,0.621371192237334,2005,1300000.0
8661,Honda,1800.0,83885.11095204008,2007,1700000.0
8662,Suzuki,1000.0,124.27423844746679,2021,900000.0
8663,Toyota,3400.0,82642.36856756541,2000,4950000.0
8664,Mercedes,1800.0,70214.94472281873,2005,3500000.0
8665,Honda,1800.0,40389.12749542671,2012,2100000.0
8666,Suzuki,800.0,51735.36546568042,2016,740000.0
8667,Haval,1500.0,310.685596118667,2021,7300000.0
8668,Suzuki,800.0,62137.119223733396,2009,580000.0
8669,Toyota,1800.0,1864.1135767120018,2021,4350000.0
8670,Suzuki,660.0,49709.69537898671,2013,1275000.0
8671,Suzuki,800.0,53437.92253241072,2015,850000.0
8672,Toyota,1000.0,15534.279805933349,2017,2500000.0
8673,Toyota,1600.0,0.621371192237334,2021,4200000.0
8674,Suzuki,1000.0,67679.12888729817,2012,1040000.0
8675,Suzuki,1000.0,57787.52087807206,2012,950000.0
8676,KIA,2000.0,21126.620536069353,2021,5400000.0
8677,Toyota,1600.0,62137.119223733396,2012,2250000.0
8678,Suzuki,1000.0,62137.119223733396,2014,975000.0
8679,Suzuki,1300.0,74564.54306848007,1996,1950000.0
8680,Toyota,2700.0,23.61210530501869,2021,10100000.0
8681,Toyota,2800.0,838.8511095204008,2021,8150000.0
8683,Toyota,1800.0,24064.463532967467,2015,2800000.0
8684,Toyota,2800.0,8699.196691322675,2019,7600000.0
8685,Suzuki,1300.0,80778.25499085341,2012,1220000.0
8686,KIA,2000.0,5592.340730136006,2020,5480000.0
8687,Toyota,1500.0,81772.44889843314,2016,3200000.0
8688,Sogo,1000.0,24854.847689493356,2012,550000.0
8689,Suzuki,800.0,4349.598345661338,2018,1160000.0
8690,Suzuki,1300.0,248548.47689493358,1998,745000.0
8691,Honda,1800.0,37282.27153424003,2019,3890000.0
8692,Honda,1500.0,124274.23844746679,2005,1650000.0
8693,Nissan,1200.0,11806.052652509345,2017,2750000.0
8694,Toyota,1300.0,62137.119223733396,2018,2925000.0
8695,Honda,1500.0,9941.939075797343,2020,4850000.0
8696,Daihatsu,1000.0,10431.579575280362,2017,2790000.0
8697,Toyota,1500.0,91341.56525888809,2014,2345000.0
8698,Toyota,1300.0,62137.119223733396,1994,750000.0
8699,Toyota,1500.0,55923.40730136005,2017,3300000.0
8700,Suzuki,800.0,49709.69537898671,2014,675000.0
8701,Suzuki,1000.0,36039.52914976537,2018,1650000.0
8702,Suzuki,660.0,18019.764574882684,2020,1950000.0
8703,Sogo,1000.0,24854.847689493356,2012,550000.0
8704,Toyota,2800.0,15.534279805933348,2021,8380000.0
8705,Toyota,1800.0,36039.52914976537,2018,3670000.000000001
8706,Toyota,1600.0,62137.119223733396,1988,600000.0
8707,Toyota,1800.0,27029.646862324025,2019,3950000.0
8708,Toyota,1300.0,7456.454306848007,2015,2900000.0
8709,Nissan,660.0,11184.681460272011,2017,2150000.0
8710,Toyota,1800.0,40389.12749542671,2018,5900000.0
8711,Honda,1800.0,42874.61226437604,2015,2925000.0
8712,Toyota,4000.0,67108.08876163207,2016,9600000.0
8713,Honda,1500.0,24233.476497256022,2017,3000000.0
8714,Toyota,4600.0,34175.41557305337,2013,21500000.0
8715,Isuzu,3000.0,26097.590073968026,2019,6600000.0
8716,KIA,2000.0,22990.734112781356,2020,5300000.0
8717,KIA,2000.0,18641.135767120017,2021,5350000.0
8718,Honda,1300.0,27961.703650680025,2020,2525000.0
8719,Mazda,660.0,47845.58180227471,2015,1680000.0
8720,Toyota,3000.0,78914.14141414141,2004,4850000.0
8721,Changan,1000.0,1426.6682573769187,2021,1750000.0
8722,Suzuki,1000.0,124274.23844746679,2011,700000.0
8723,Suzuki,1000.0,1988.3878151594686,2021,2440000.0
8724,Honda,1600.0,95691.16360454942,2005,1340000.0
8725,Honda,1500.0,67108.08876163207,2015,3900000.0
8726,Suzuki,660.0,49088.32418674938,2013,1550000.0
8727,Toyota,1800.0,49088.32418674938,2016,3150000.0
8728,MG,1500.0,6.2137119223733395,2021,6100000.0
8729,Suzuki,1000.0,15534.279805933349,2011,950000.0
8730,Suzuki,1000.0,37282.27153424003,2013,1090000.0
8731,Honda,1500.0,95069.79241231209,2002,950000.0
8732,Suzuki,800.0,50952.437763461385,2017,910000.0
8733,Toyota,1500.0,69593.5735305814,2014,2590000.0
8734,Honda,1300.0,86991.96691322674,2005,1090000.0
8735,Honda,1800.0,55923.40730136005,2010,2200000.0
8736,Toyota,1300.0,93205.67883560009,2011,1825000.0
8737,Suzuki,660.0,4125.904716455897,2021,1660000.0000000002
8738,Mitsubishi,1800.0,62137.119223733396,2005,1350000.0
8739,Suzuki,800.0,18019.764574882684,2008,730000.0
8740,Mitsubishi,1300.0,77399.85981865902,1986,680000.0
8741,Suzuki,1300.0,22369.362920544023,2011,1370000.0
8742,Toyota,3000.0,4.970969537898672,1992,2250000.0
8743,Suzuki,1300.0,98176.64837349876,2007,660000.0
8744,Suzuki,660.0,59030.26326254672,2016,1425000.0
8745,Toyota,1300.0,37282.27153424003,2016,2725000.0
8746,Toyota,2000.0,95069.79241231209,2017,4075000.0
8747,Toyota,3000.0,108118.5874492961,2005,6900000.0
8748,Honda,1300.0,108739.95864153343,2006,1875000.0
8749,BMW,3000.0,80839.14936769268,2010,8500000.0
8750,Suzuki,1300.0,44117.354648850705,2018,1860000.0
8751,Lexus,5663.0,24854.847689493356,2015,45500000.0
8752,Honda,1500.0,95691.16360454942,2017,2675000.0
8753,Toyota,1800.0,96312.53479678676,2011,2575000.0
8754,Honda,1500.0,37.28227153424004,2021,9600000.0
8755,Lexus,3500.0,53437.92253241072,2012,10900000.0
8756,Suzuki,1000.0,82642.36856756541,2007,720000.0
8757,Toyota,1000.0,34796.7867652907,2019,3050000.0
8758,Suzuki,1000.0,34175.41557305337,2009,780000.0
8759,Suzuki,660.0,52816.551340173384,2016,1600000.0
8760,Honda,660.0,77050.02783742941,2012,1000000.0
8761,Honda,1500.0,44983.54609082955,2016,4495000.0
8762,Honda,1500.0,73523.74632148254,2017,2825000.0
8763,KIA,1500.0,9.32056788356001,2002,550000.0
8764,Honda,1500.0,55923.40730136005,2014,3800000.0
8765,Toyota,1600.0,49709.69537898671,2013,2175000.0
8766,MG,1500.0,15.534279805933348,2021,6100000.0
8767,Suzuki,660.0,5281.655134017338,2021,1855000.0
8768,Toyota,1300.0,149129.08613696013,1997,1000000.0
8769,Toyota,3400.0,53437.92253241072,2003,8150000.0
8770,KIA,1400.0,0.621371192237334,2021,4260000.0
8771,Honda,1800.0,39146.38511095204,2014,2450000.0
8772,Toyota,2700.0,108739.95864153343,2003,5550000.0
8773,Honda,1300.0,40389.12749542671,2017,2500000.0
8774,Toyota,1300.0,21126.620536069353,2019,3150000.0
8775,Toyota,1300.0,59030.26326254672,2012,1930000.0
8776,Mitsubishi,660.0,12520.629523582278,2018,1935000.0
8777,Suzuki,800.0,38525.01391871471,2009,650000.0
8778,Toyota,1800.0,55923.40730136005,2011,2750000.0
8779,Nissan,1600.0,194489.1831702855,1997,735000.0
8780,Toyota,1500.0,173983.9338264535,2008,2600000.0
8781,Honda,1500.0,12.427423844746679,2021,8300000.0
8782,Toyota,1600.0,12.427423844746679,2021,3750000.0
8783,Hyundai,2500.0,9.32056788356001,2021,8150000.0
8784,Honda,1800.0,40389.12749542671,2015,2875000.0
8785,Toyota,1800.0,15.534279805933348,2021,4400000.0
8786,Toyota,1000.0,38525.01391871471,2018,2700000.0
8787,Honda,1500.0,52816.551340173384,2018,4000000.0
8788,Honda,1800.0,1242.742384474668,2021,4440000.0
8789,Toyota,3000.0,71457.6871072934,2013,5600000.0
8790,Suzuki,660.0,27961.703650680025,2018,4200000.0
8791,Toyota,1500.0,86681.28131710808,2007,1965000.0
8792,Honda,1300.0,39767.75630318937,2017,2360000.0
8793,Honda,1300.0,33554.044380816034,2018,2235000.0
8794,Toyota,1800.0,37344.40865346377,2018,3550000.0
8795,Toyota,4600.0,15534.279805933349,2017,30500000.0
8796,Suzuki,1000.0,59030.26326254672,2006,675000.0
8797,Honda,1800.0,1988.3878151594686,2021,4460000.0
8798,Suzuki,1000.0,37282.27153424003,2019,1800000.0
8799,Toyota,1300.0,32311.301996341364,2018,3010000.0
8800,Honda,1600.0,105.63310268034677,2005,1350000.0
8801,Mercedes,2300.0,124274.23844746679,1997,2050000.0
8802,Toyota,2800.0,31068.559611866698,2018,7200000.0
8803,Suzuki,1000.0,30447.18841962936,2018,1735000.0000000002
8804,Honda,1300.0,40.389127495426706,2021,2965000.0
8805,Suzuki,1000.0,24233.476497256022,2016,1350000.0
8806,Toyota,4700.0,64622.60399268273,1998,6500000.0
8807,Toyota,1000.0,93205.67883560009,2010,1650000.0
8808,MG,1500.0,621.371192237334,2021,6600000.0
8809,Honda,1300.0,86991.96691322674,2006,1298000.0
8810,Toyota,2000.0,86991.96691322674,1997,650000.0
8811,Honda,1800.0,73943.17187624273,2014,1800000.0
8812,Suzuki,660.0,62137.119223733396,2013,990000.0
8813,Honda,1500.0,62137.119223733396,1995,690000.0
8814,Suzuki,1000.0,29950.091465839494,2016,1250000.0
8815,Toyota,1300.0,8202.099737532808,2020,2950000.0
8816,Toyota,1000.0,65243.97518492006,2014,2000000.0
8817,KIA,2000.0,10563.310268034676,2021,5750000.0
8818,Toyota,1500.0,86991.96691322674,2006,1965000.0
8819,Honda,1600.0,62142.71156446353,2005,1150000.0
8820,Honda,1500.0,62137.119223733396,2002,790000.0
8821,Honda,1800.0,35418.157957528034,2014,2650000.0
8822,Toyota,3000.0,41631.86987990137,2017,6400000.0
8823,Toyota,1600.0,49709.69537898671,2012,1960000.0
8824,Toyota,1300.0,68350.83114610674,2008,1295000.0
8825,Toyota,1800.0,26097.590073968026,2020,4050000.0
8826,Honda,1800.0,22369.362920544023,2018,4125000.0
8827,Suzuki,1000.0,74355.14097669609,2005,535000.0
8828,Honda,1500.0,39680.142965083905,2015,2225000.0
8829,Toyota,1300.0,116142.35365465679,2011,1795000.0
8830,Honda,1500.0,60894.37683925872,2014,4000000.0
8831,Toyota,1500.0,74564.54306848007,2007,2400000.0
8832,Toyota,1300.0,62688.89684244015,2015,2600000.0
8833,Honda,660.0,58408.89207030939,2014,1650000.0
8834,Toyota,1800.0,62137.119223733396,2006,2250000.0
8835,Toyota,2700.0,50.95243776346138,2021,9100000.0
8836,Honda,1800.0,3728.2271534240035,2021,4415000.0
8837,Toyota,1500.0,2485.484768949336,2021,3225000.0
8838,FAW,1500.0,46602.839417800045,2016,2250000.0
8839,Honda,1800.0,46602.839417800045,2015,2445000.0
8840,Toyota,660.0,83885.11095204008,2019,1150000.0
8841,Honda,2400.0,99419.39075797342,2007,2200000.0
8842,Toyota,1600.0,77050.02783742941,2013,2450000.0
8843,Honda,1300.0,29825.817227392028,2019,2450000.0
8844,Toyota,4000.0,34796.7867652907,2010,12900000.0
8845,Toyota,1000.0,62137.119223733396,2014,2050000.0
8846,Toyota,1300.0,111846.8146027201,2005,2850000.0
8847,Suzuki,660.0,1553.4279805933347,2008,1200000.0
8848,Toyota,1300.0,65243.97518492006,2003,2300000.0
8849,Changan,1000.0,31.068559611866696,2021,1925000.0
8850,Toyota,1500.0,82642.36856756541,2014,2370000.0
8851,Toyota,1500.0,6213.711922373339,2021,3270000.0000000005
8852,FAW,1000.0,42874.61226437604,2016,825000.0
8853,Mercedes,1800.0,124274.23844746679,2008,2800000.0
8854,Suzuki,1000.0,44977.95375009942,2007,750000.0
8855,Honda,1500.0,47070.110554362516,2013,1764999.9999999998
8856,Honda,1500.0,19790.672472759084,2020,3050000.0
8857,Suzuki,1000.0,93024.85981865902,2010,990000.0
8858,Toyota,2700.0,53211.12204724409,2010,11800000.0
8859,Toyota,4000.0,51749.65700310188,2010,15300000.0
8860,Honda,1800.0,37577.42285055277,2017,3400000.0
8861,Honda,1500.0,71457.6871072934,2005,1200000.0
8862,Suzuki,800.0,71457.6871072934,2006,500000.0
8863,Suzuki,1000.0,60894.37683925872,2009,830000.0000000001
8864,Ford,3500.0,47224.21061003738,2015,15000000.0
8865,Toyota,1000.0,6213.711922373339,2019,2670000.0
8866,Toyota,1000.0,77863.40272806807,2009,1390000.0
8867,Suzuki,660.0,6.2137119223733395,2021,1700000.0
8868,Honda,1500.0,31068.559611866698,1998,665000.0
8869,Honda,1500.0,62137.119223733396,2001,520000.0
8870,Suzuki,800.0,37282.27153424003,2014,685000.0
8871,Toyota,1600.0,62137.119223733396,1996,750000.0
8872,Toyota,1300.0,15.534279805933348,2021,2715000.0
8873,Honda,1800.0,3728.2271534240035,2021,4415000.0
8874,Honda,1800.0,67418.77435775074,2014,2450000.0
8875,Toyota,2700.0,55923.40730136005,2013,3000000.0
8876,Toyota,1500.0,6904.055316949018,1989,620000.0
8877,Toyota,2700.0,86991.96691322674,2006,7000000.0
8878,Mitsubishi,2800.0,62137.119223733396,1996,2475000.0
8879,Honda,1300.0,41010.49868766404,2018,2350000.0
8880,Suzuki,1000.0,29204.446035154695,2017,1750000.0
8881,Toyota,1300.0,80467.56939473475,2011,2000000.0
8882,Suzuki,800.0,288.93760439036026,2021,1300000.0
8883,Daihatsu,660.0,61515.748031496056,2015,1650000.0
8884,Mercedes,1600.0,18019.764574882684,2015,10500000.0
8885,Suzuki,1000.0,49709.69537898671,2016,1400000.0
8886,KIA,2000.0,8077.825499085341,2021,5600000.0
8887,Suzuki,800.0,62137.119223733396,2009,600000.0
8888,Toyota,2700.0,49709.69537898671,2010,12500000.0
8889,Suzuki,1000.0,18019.764574882684,2003,1325000.0
8890,Toyota,1300.0,77049.40646623717,1998,1060000.0
8891,Honda,1500.0,50952.437763461385,2015,3850000.0
8892,Toyota,3400.0,79178.22417084228,2004,6798999.999999999
8893,Audi,1000.0,39432.83723057345,2015,3750000.0
8894,Audi,1200.0,43495.98345661337,2018,5900000.0
8895,Toyota,4600.0,8699.196691322675,2017,34300000.0
8896,Toyota,1600.0,40389.12749542671,2017,3190000.0
8897,Toyota,2500.0,45360.09703332538,2015,5350000.0
8898,Suzuki,1000.0,60273.00564702139,2016,1350000.0
8899,Toyota,1600.0,615.1574803149606,2021,3800000.0
8900,Honda,1500.0,96933.90598902409,2014,3400000.0
8901,Toyota,1300.0,50952.437763461385,2016,2625000.0
8902,Toyota,1800.0,24854.847689493356,2017,5200000.0
8903,Suzuki,1000.0,9320.567883560008,2019,2100000.0
8904,Toyota,3400.0,93205.67883560009,1996,3000000.0
8905,Suzuki,1000.0,283834.9041597073,2007,703000.0
8906,Mercedes,1800.0,10873.995864153343,2007,5400000.0
8907,Suzuki,800.0,145753.79782072693,2007,500000.0
8908,Toyota,1300.0,82730.60327686311,2016,2800000.0
8909,Toyota,1300.0,76428.65664519207,2016,2500000.0
8910,Toyota,1300.0,43495.98345661337,2015,2670000.0
8911,Toyota,2000.0,170094.77153424002,2011,2500000.0
8912,Honda,1800.0,90720.19406665076,2010,1850000.0
8913,Toyota,1800.0,65243.97518492006,2015,2890000.0
8914,Honda,1500.0,7671.448739362125,1995,680000.0
8915,Suzuki,1300.0,62137.119223733396,2005,850000.0
8916,Suzuki,800.0,6903.43394575678,2012,580000.0
8917,Toyota,1800.0,62137.119223733396,2010,2640000.0
8918,Suzuki,1000.0,38525.01391871471,2017,1320000.0
8919,Suzuki,1000.0,55302.03610912272,2007,600000.0
8920,Suzuki,1300.0,35418.157957528034,2019,1850000.0
8921,Suzuki,660.0,98798.01956573609,2006,1100000.0
8922,Honda,1300.0,62137.119223733396,2002,825000.0
8923,Suzuki,1000.0,7667.720512208701,2010,765000.0
8924,Suzuki,1000.0,54680.664916885384,2012,880000.0000000001
8925,Suzuki,1000.0,75185.9142607174,2011,894999.9999999999
8926,Suzuki,1000.0,49709.69537898671,2012,1050000.0
8927,Honda,1600.0,69807.94659190328,2003,1200000.0
8928,Toyota,2700.0,11184.681460272011,2016,16900000.0
8929,Toyota,1800.0,19262.506959357353,2018,3690000.0
8930,Suzuki,1300.0,24854.847689493356,2018,1890000.0
8931,Chevrolet,800.0,119139.8482860097,2004,620000.0
8932,Toyota,1500.0,44273.31881810228,2016,3090000.0
8933,Honda,1500.0,14791.741231209735,2019,3300000.0
